3 5 14 18 34 41 56 62 67 69 73 78 81 123 
3 6 14 18 35 42 57 62 67 69 73 77 81 123 
3 7 16 19 36 43 56 62 67 69 73 78 81 123 
3 7 16 20 35 43 57 63 67 69 73 78 81 123 
3 7 17 18 35 44 58 63 68 69 73 78 82 123 
3 7 17 21 35 42 58 62 68 69 73 78 81 123 
3 7 15 22 37 45 56 63 68 69 73 77 83 123 
3 6 16 19 35 42 57 62 67 69 73 78 81 124 
3 7 14 21 34 44 56 62 68 71 73 79 81 124 
3 7 15 18 35 42 57 62 67 70 73 78 81 124 
3 7 17 23 35 42 57 63 67 69 73 79 81 124 
3 5 15 18 35 44 57 64 67 69 73 78 84 124 
1 7 15 18 34 41 59 62 68 69 73 77 81 123 
3 7 16 24 34 46 56 63 67 69 73 79 81 123 
3 7 15 25 35 47 57 64 67 69 73 78 85 124 
3 7 17 26 35 48 57 65 67 69 73 78 86 123 
2 6 15 19 34 49 59 62 67 69 73 78 81 123 
3 7 16 19 34 50 60 62 67 69 73 78 81 123 
3 7 14 20 35 46 57 62 67 69 73 79 81 123 
3 6 17 21 36 42 60 62 68 69 73 78 81 124 
3 7 16 27 35 44 57 62 67 69 73 79 81 124 
3 7 17 19 38 45 60 63 68 69 73 77 81 123 
3 8 14 22 35 49 57 63 67 69 73 78 81 123 
3 7 15 20 35 48 57 62 67 69 75 78 81 123 
3 7 15 19 36 51 60 62 68 69 73 78 81 123 
3 9 16 18 35 51 57 62 67 69 73 78 81 124 
1 7 15 19 34 47 59 62 67 69 73 78 81 123 
3 10 15 23 35 52 57 64 67 69 73 79 87 124 
3 7 17 19 36 42 56 62 67 69 73 79 81 123 
3 7 16 19 35 47 57 62 67 69 73 78 81 123 
1 9 16 24 34 53 56 62 67 69 73 79 81 123 
1 7 17 23 34 46 59 63 67 69 73 78 81 123 
3 7 17 18 36 42 59 62 67 69 74 78 81 123 
3 8 14 23 35 41 59 62 67 69 73 78 81 123 
1 5 17 23 35 45 57 63 67 69 73 77 81 123 
3 7 16 20 34 50 60 62 67 69 73 78 88 123 
1 7 16 23 34 50 59 62 67 69 73 78 81 123 
1 7 17 19 39 41 58 62 68 69 73 77 81 123 
3 7 14 23 35 46 57 62 67 69 73 78 85 124 
3 6 17 24 35 44 57 62 67 69 73 78 81 123 
3 7 17 22 35 50 57 62 67 69 73 78 81 123 
3 6 14 18 35 44 57 62 67 69 73 78 81 123 
1 7 15 18 35 51 57 62 67 69 73 79 81 123 
3 7 15 19 38 41 60 62 68 69 73 78 81 123 
2 7 17 19 34 43 56 62 67 69 73 78 81 123 
3 8 17 18 35 44 57 63 67 69 73 78 81 124 
3 7 15 19 35 50 57 62 67 69 73 78 81 123 
3 7 15 21 36 42 60 62 68 69 73 78 81 123 
3 5 15 25 35 47 57 62 67 69 73 78 81 123 
3 7 17 25 34 44 56 62 67 69 73 78 81 123 
2 7 14 23 35 42 58 66 68 69 73 78 81 123 
1 7 16 19 34 45 59 62 68 69 73 77 85 123 
3 7 14 28 35 44 58 62 68 69 75 79 89 124 
3 8 17 18 36 42 56 62 67 69 73 79 81 124 
3 11 15 19 36 42 56 62 67 69 73 79 81 123 
3 7 16 23 35 51 57 62 67 69 73 78 81 124 
3 7 16 29 35 50 57 62 67 69 73 78 86 123 
3 7 14 25 35 45 57 62 67 69 73 78 88 123 
3 7 15 19 35 41 57 62 67 69 73 79 81 123 
3 7 16 19 35 50 57 62 67 69 73 78 81 123 
3 7 14 18 35 46 57 62 67 69 73 78 81 123 
3 10 17 26 37 52 56 62 67 69 73 78 85 123 
3 7 15 19 35 48 57 62 67 69 73 78 81 123 
3 7 15 27 35 44 57 62 67 69 73 78 81 124 
3 7 15 23 36 51 56 62 67 69 73 79 81 123 
3 7 15 19 35 47 57 62 67 69 73 78 81 123 
3 7 16 23 36 41 56 62 68 69 73 78 81 123 
3 7 15 19 35 41 58 62 68 69 73 78 81 124 
3 11 16 23 35 42 57 62 67 69 73 79 81 124 
2 10 16 23 34 52 59 62 67 69 73 78 81 123 
1 7 15 23 34 44 59 62 67 69 73 78 81 123 
3 7 17 18 38 46 59 63 68 69 73 78 81 123 
3 6 15 18 35 46 57 62 67 69 73 79 81 124 
1 7 16 23 34 50 56 62 67 69 73 78 81 123 
4 7 15 23 35 44 61 62 67 69 73 77 81 123 
3 7 16 19 34 45 59 62 67 69 73 78 86 123 
3 7 14 24 35 41 57 62 67 69 73 78 81 123 
3 10 16 30 35 52 57 62 67 69 73 77 81 123 
1 7 17 20 34 45 59 62 68 69 73 77 81 123 
3 9 15 26 35 49 57 62 67 69 73 78 81 123 
1 7 17 19 34 46 56 62 67 69 73 77 81 123 
3 7 17 18 35 45 57 62 67 69 73 78 82 123 
3 7 14 19 35 45 58 62 68 69 73 78 81 123 
3 7 15 19 35 46 57 62 67 69 73 79 81 123 
3 7 17 19 36 47 56 62 68 71 73 78 81 124 
3 7 17 19 36 46 59 62 68 69 73 78 81 123 
3 9 17 19 35 53 57 62 67 69 73 78 81 124 
3 7 16 21 35 44 57 62 67 69 73 79 81 123 
3 7 14 22 34 46 56 62 67 69 73 78 81 123 
3 8 17 27 34 44 56 62 68 69 73 79 81 124 
3 7 17 25 35 44 57 62 67 69 73 78 81 123 
3 7 17 23 36 47 60 62 68 69 73 78 81 123 
3 7 16 23 36 50 60 63 68 69 73 77 81 123 
3 7 15 19 35 46 58 64 68 69 75 78 85 123 
3 9 16 18 35 53 57 62 67 69 73 78 81 124 
3 9 15 23 34 43 56 62 67 69 73 79 81 123 
3 6 16 27 35 44 57 62 67 69 75 79 81 124 
3 7 16 23 35 46 57 62 67 69 73 79 81 124 
3 7 15 24 36 42 60 62 68 69 73 78 90 123 
3 8 17 19 34 45 59 63 67 69 73 78 81 123 
3 7 15 21 35 42 57 62 67 69 73 78 81 124 
