3 5 14 18 34 41 56 
3 6 14 18 35 42 57 
3 7 16 19 36 43 56 
3 7 16 20 35 43 57 
3 7 17 18 35 44 58 
3 7 17 21 35 42 58 
3 7 15 22 37 45 56 
3 6 16 19 35 42 57 
3 7 14 21 34 44 56 
3 7 15 18 35 42 57 
3 7 17 23 35 42 57 
3 5 15 18 35 44 57 
1 7 15 18 34 41 59 
3 7 16 24 34 46 56 
3 7 15 25 35 47 57 
3 7 17 26 35 48 57 
2 6 15 19 34 49 59 
3 7 16 19 34 50 60 
3 7 14 20 35 46 57 
3 6 17 21 36 42 60 
3 7 16 27 35 44 57 
3 7 17 19 38 45 60 
3 8 14 22 35 49 57 
3 7 15 20 35 48 57 
3 7 15 19 36 51 60 
3 9 16 18 35 51 57 
1 7 15 19 34 47 59 
3 10 15 23 35 52 57 
3 7 17 19 36 42 56 
3 7 16 19 35 47 57 
1 9 16 24 34 53 56 
1 7 17 23 34 46 59 
3 7 17 18 36 42 59 
3 8 14 23 35 41 59 
1 5 17 23 35 45 57 
3 7 16 20 34 50 60 
1 7 16 23 34 50 59 
1 7 17 19 39 41 58 
3 7 14 23 35 46 57 
3 6 17 24 35 44 57 
3 7 17 22 35 50 57 
3 6 14 18 35 44 57 
1 7 15 18 35 51 57 
3 7 15 19 38 41 60 
2 7 17 19 34 43 56 
3 8 17 18 35 44 57 
3 7 15 19 35 50 57 
3 7 15 21 36 42 60 
3 5 15 25 35 47 57 
3 7 17 25 34 44 56 
2 7 14 23 35 42 58 
1 7 16 19 34 45 59 
3 7 14 28 35 44 58 
3 8 17 18 36 42 56 
3 11 15 19 36 42 56 
3 7 16 23 35 51 57 
3 7 16 29 35 50 57 
3 7 14 25 35 45 57 
3 7 15 19 35 41 57 
3 7 16 19 35 50 57 
3 7 14 18 35 46 57 
3 10 17 26 37 52 56 
3 7 15 19 35 48 57 
3 7 15 27 35 44 57 
3 7 15 23 36 51 56 
3 7 15 19 35 47 57 
3 7 16 23 36 41 56 
3 7 15 19 35 41 58 
3 11 16 23 35 42 57 
2 10 16 23 34 52 59 
1 7 15 23 34 44 59 
3 7 17 18 38 46 59 
3 6 15 18 35 46 57 
1 7 16 23 34 50 56 
4 7 15 23 35 44 61 
3 7 16 19 34 45 59 
3 7 14 24 35 41 57 
3 10 16 30 35 52 57 
1 7 17 20 34 45 59 
3 9 15 26 35 49 57 
1 7 17 19 34 46 56 
3 7 17 18 35 45 57 
3 7 14 19 35 45 58 
3 7 15 19 35 46 57 
3 7 17 19 36 47 56 
3 7 17 19 36 46 59 
3 9 17 19 35 53 57 
3 7 16 21 35 44 57 
3 7 14 22 34 46 56 
3 8 17 27 34 44 56 
3 7 17 25 35 44 57 
3 7 17 23 36 47 60 
3 7 16 23 36 50 60 
3 7 15 19 35 46 58 
3 9 16 18 35 53 57 
3 9 15 23 34 43 56 
3 6 16 27 35 44 57 
3 7 16 23 35 46 57 
3 7 15 24 36 42 60 
3 8 17 19 34 45 59 
3 7 15 21 35 42 57 
3 7 16 18 35 42 57 
3 6 15 21 34 44 56 
1 7 16 23 34 51 59 
3 7 15 19 34 47 56 
3 11 17 19 35 47 57 
1 10 17 30 34 52 59 
3 7 16 20 34 43 59 
3 9 16 19 34 41 56 
3 7 15 19 35 43 57 
1 7 17 18 34 46 61 
3 7 14 28 35 44 57 
3 6 17 19 35 45 57 
3 7 17 23 35 46 58 
3 7 15 19 34 50 59 
3 7 15 22 35 43 57 
3 11 17 23 35 46 57 
3 9 16 25 35 47 57 
3 7 17 23 35 46 57 
1 7 15 19 34 47 56 
1 7 16 23 34 45 59 
3 7 15 18 35 42 57 
3 7 14 18 34 42 59 
3 5 17 18 35 44 57 
1 7 17 23 34 45 59 
3 7 17 18 35 42 58 
1 7 15 23 34 41 59 
3 7 15 24 35 41 57 
3 10 15 19 35 52 57 
3 7 17 23 36 47 56 
3 7 14 24 34 46 56 
1 7 14 19 34 45 56 
3 6 15 19 35 47 57 
3 7 17 18 35 46 57 
3 7 15 24 36 51 56 
3 8 15 21 35 44 57 
3 6 14 19 35 47 57 
3 7 15 25 35 41 58 
1 7 14 23 34 46 59 
3 7 14 23 35 47 57 
3 11 14 19 35 47 57 
3 7 16 23 34 46 59 
1 7 17 23 34 45 59 
3 7 16 25 34 44 56 
3 7 15 23 34 51 61 
3 7 16 19 34 48 60 
1 7 15 23 35 45 57 
3 7 15 19 40 45 60 
