3 5 14 18 34 41 
3 6 14 18 35 42 
3 7 16 19 36 43 
3 7 16 20 35 43 
3 7 17 18 35 44 
3 7 17 21 35 42 
3 7 15 22 37 45 
3 6 16 19 35 42 
3 7 14 21 34 44 
3 7 15 18 35 42 
3 7 17 23 35 42 
3 5 15 18 35 44 
1 7 15 18 34 41 
3 7 16 24 34 46 
3 7 15 25 35 47 
3 7 17 26 35 48 
2 6 15 19 34 49 
3 7 16 19 34 50 
3 7 14 20 35 46 
3 6 17 21 36 42 
3 7 16 27 35 44 
3 7 17 19 38 45 
3 8 14 22 35 49 
3 7 15 20 35 48 
3 7 15 19 36 51 
3 9 16 18 35 51 
1 7 15 19 34 47 
3 10 15 23 35 52 
3 7 17 19 36 42 
3 7 16 19 35 47 
1 9 16 24 34 53 
1 7 17 23 34 46 
3 7 17 18 36 42 
3 8 14 23 35 41 
1 5 17 23 35 45 
3 7 16 20 34 50 
1 7 16 23 34 50 
1 7 17 19 39 41 
3 7 14 23 35 46 
3 6 17 24 35 44 
3 7 17 22 35 50 
3 6 14 18 35 44 
1 7 15 18 35 51 
3 7 15 19 38 41 
2 7 17 19 34 43 
3 8 17 18 35 44 
3 7 15 19 35 50 
3 7 15 21 36 42 
3 5 15 25 35 47 
3 7 17 25 34 44 
2 7 14 23 35 42 
1 7 16 19 34 45 
3 7 14 28 35 44 
3 8 17 18 36 42 
3 11 15 19 36 42 
3 7 16 23 35 51 
3 7 16 29 35 50 
3 7 14 25 35 45 
3 7 15 19 35 41 
3 7 16 19 35 50 
3 7 14 18 35 46 
3 10 17 26 37 52 
3 7 15 19 35 48 
3 7 15 27 35 44 
3 7 15 23 36 51 
3 7 15 19 35 47 
3 7 16 23 36 41 
3 7 15 19 35 41 
3 11 16 23 35 42 
2 10 16 23 34 52 
1 7 15 23 34 44 
3 7 17 18 38 46 
3 6 15 18 35 46 
1 7 16 23 34 50 
4 7 15 23 35 44 
3 7 16 19 34 45 
3 7 14 24 35 41 
3 10 16 30 35 52 
1 7 17 20 34 45 
3 9 15 26 35 49 
1 7 17 19 34 46 
3 7 17 18 35 45 
3 7 14 19 35 45 
3 7 15 19 35 46 
3 7 17 19 36 47 
3 7 17 19 36 46 
3 9 17 19 35 53 
3 7 16 21 35 44 
3 7 14 22 34 46 
3 8 17 27 34 44 
3 7 17 25 35 44 
3 7 17 23 36 47 
3 7 16 23 36 50 
3 7 15 19 35 46 
3 9 16 18 35 53 
3 9 15 23 34 43 
3 6 16 27 35 44 
3 7 16 23 35 46 
3 7 15 24 36 42 
3 8 17 19 34 45 
3 7 15 21 35 42 
3 7 16 18 35 42 
3 6 15 21 34 44 
1 7 16 23 34 51 
3 7 15 19 34 47 
3 11 17 19 35 47 
1 10 17 30 34 52 
3 7 16 20 34 43 
3 9 16 19 34 41 
3 7 15 19 35 43 
1 7 17 18 34 46 
3 7 14 28 35 44 
3 6 17 19 35 45 
3 7 17 23 35 46 
3 7 15 19 34 50 
3 7 15 22 35 43 
3 11 17 23 35 46 
3 9 16 25 35 47 
3 7 17 23 35 46 
1 7 15 19 34 47 
1 7 16 23 34 45 
3 7 15 18 35 42 
3 7 14 18 34 42 
3 5 17 18 35 44 
1 7 17 23 34 45 
3 7 17 18 35 42 
1 7 15 23 34 41 
3 7 15 24 35 41 
3 10 15 19 35 52 
3 7 17 23 36 47 
3 7 14 24 34 46 
1 7 14 19 34 45 
3 6 15 19 35 47 
3 7 17 18 35 46 
3 7 15 24 36 51 
3 8 15 21 35 44 
3 6 14 19 35 47 
3 7 15 25 35 41 
1 7 14 23 34 46 
3 7 14 23 35 47 
3 11 14 19 35 47 
3 7 16 23 34 46 
1 7 17 23 34 45 
3 7 16 25 34 44 
3 7 15 23 34 51 
3 7 16 19 34 48 
1 7 15 23 35 45 
3 7 15 19 40 45 
3 7 15 20 35 47 
3 10 15 23 36 52 
3 9 16 23 36 41 
3 7 16 19 34 41 
3 7 15 18 34 42 
1 7 17 19 34 47 
3 10 17 19 36 52 
3 7 16 19 35 47 
1 7 16 18 34 43 
3 6 17 23 38 46 
3 7 16 19 36 47 
3 7 16 18 38 45 
3 10 14 31 36 52 
2 7 17 19 34 45 
3 11 14 21 36 42 
3 7 14 19 34 42 
3 6 16 21 35 46 
3 7 16 23 36 45 
3 8 16 24 34 42 
3 5 15 21 40 53 
1 7 14 20 34 43 
3 9 14 25 40 44 
3 7 15 19 34 45 
3 5 15 19 35 53 
3 7 15 23 35 46 
3 7 17 18 34 47 
3 5 15 18 35 44 
3 7 17 19 37 46 
1 7 17 19 34 47 
3 7 17 19 34 43 
1 7 16 19 34 45 
3 7 14 18 35 44 
3 9 15 23 35 42 
3 7 15 23 36 41 
3 7 17 23 34 47 
3 7 17 26 35 50 
3 8 14 23 35 41 
3 7 17 19 35 41 
3 6 15 18 36 42 
3 10 15 18 36 52 
3 7 15 21 35 44 
3 5 15 27 35 44 
3 7 15 23 36 50 
1 7 15 23 35 50 
3 9 17 18 35 47 
3 7 15 23 35 51 
3 8 15 18 35 51 
1 7 16 29 35 48 
3 7 15 23 36 47 
3 8 14 21 34 42 
3 7 15 21 35 44 
1 6 14 19 34 46 
2 7 17 21 34 44 
1 10 15 19 34 52 
3 7 17 18 35 42 
3 9 17 23 34 44 
3 5 14 19 36 41 
1 7 15 20 34 46 
3 7 15 18 35 45 
3 7 14 19 36 47 
3 11 16 19 35 46 
1 7 14 20 34 46 
3 9 15 19 35 48 
3 7 16 19 35 47 
3 7 15 23 34 46 
3 7 14 19 35 47 
3 11 15 26 35 50 
3 7 17 18 34 42 
3 7 17 24 36 46 
3 7 15 18 35 46 
3 7 15 18 35 44 
2 7 17 30 34 47 
3 7 16 23 35 43 
3 10 16 31 36 52 
4 7 14 19 34 45 
3 7 15 19 35 41 
3 9 15 32 34 50 
1 7 17 19 34 46 
3 10 14 30 36 52 
3 6 15 19 35 49 
3 7 17 25 40 41 
3 7 15 19 36 41 
3 7 17 20 38 48 
3 7 15 19 36 46 
2 7 15 23 34 41 
3 7 15 23 36 47 
3 7 14 28 34 44 
3 5 17 19 35 45 
3 5 15 23 34 41 
3 7 15 18 35 42 
3 9 15 21 35 42 
1 7 15 19 34 48 
3 7 17 18 35 44 
3 6 16 19 35 45 
1 5 17 24 35 53 
1 10 15 23 34 52 
3 7 15 23 36 47 
3 7 16 19 35 41 
3 7 16 19 35 41 
3 7 16 19 34 45 
3 7 16 24 35 51 
3 7 15 19 35 41 
3 7 15 28 35 44 
3 7 17 18 35 41 
3 9 15 30 40 45 
1 9 14 23 34 41 
3 7 17 23 34 48 
3 6 17 19 35 49 
1 7 15 19 34 45 
3 7 15 19 38 45 
3 7 16 25 40 42 
3 7 16 26 36 47 
3 7 15 18 36 44 
3 7 15 19 35 46 
1 7 17 20 34 45 
3 7 15 23 35 46 
2 7 17 20 35 47 
3 11 17 23 35 42 
1 10 16 23 34 52 
3 7 14 19 35 42 
3 7 16 18 34 44 
3 7 16 19 35 47 
3 7 14 19 35 42 
1 7 16 22 34 45 
3 6 14 21 35 49 
3 9 16 21 34 44 
3 7 14 19 36 44 
3 7 17 19 35 43 
3 7 15 23 35 47 
3 7 16 23 34 42 
2 7 16 23 34 51 
1 7 17 23 35 50 
1 7 14 18 34 44 
3 9 15 23 35 47 
3 7 15 24 36 46 
3 7 15 18 36 44 
1 7 16 19 34 43 
3 8 17 21 35 46 
3 7 16 28 35 44 
3 7 15 23 36 45 
2 7 17 18 34 42 
3 7 16 26 35 47 
3 7 16 18 35 44 
3 7 15 19 36 44 
3 9 16 18 34 53 
1 7 16 23 34 46 
3 7 17 18 34 51 
3 7 15 19 35 48 
3 11 14 18 36 46 
3 10 15 21 35 52 
1 7 17 19 34 47 
3 7 15 19 36 46 
3 7 15 18 35 41 
1 7 15 23 34 45 
3 7 16 19 35 48 
3 7 16 19 35 46 
1 7 17 23 35 41 
3 7 15 19 36 41 
2 7 16 24 34 51 
3 7 14 24 34 44 
3 7 16 24 35 41 
3 11 14 23 35 49 
2 7 14 18 34 46 
3 7 15 21 35 42 
1 10 17 23 34 52 
3 6 16 18 36 44 
1 7 16 23 34 46 
1 7 16 23 34 50 
4 6 15 23 35 46 
1 7 17 29 35 50 
3 7 17 23 34 51 
3 7 15 19 40 45 
3 6 15 19 35 42 
3 7 14 23 35 47 
3 7 16 19 36 48 
3 7 16 20 34 42 
3 6 15 21 35 47 
3 6 14 19 35 49 
1 10 16 25 34 52 
3 7 16 23 35 44 
3 6 17 19 35 43 
3 7 15 19 34 48 
3 7 16 23 34 47 
2 7 16 18 34 41 
3 7 15 25 34 45 
3 9 15 30 35 41 
3 7 17 19 35 48 
1 7 17 29 34 45 
3 7 15 19 34 47 
3 7 14 21 34 44 
1 7 15 19 34 46 
3 7 17 19 35 45 
2 7 15 24 34 46 
3 7 17 25 35 47 
3 5 15 19 35 53 
3 7 14 19 34 49 
1 5 17 23 34 53 
