A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F1
A1,B2,C12,D5,E2,F10
A1,B2,C12,D5,E2,F10
A1,B2,C12,D5,E2,F10
A1,B2,C12,D5,E2,F10
A1,B2,C12,D5,E2,F10
A1,B2,C12,D5,E2,F10
A1,B2,C12,D5,E2,F10
A1,B2,C12,D5,E2,F10
A1,B2,C12,D5,E2,F10
A1,B2,C12,D5,E2,F10
A1,B2,C12,D5,E2,F10
A1,B2,C12,D5,E2,F10
A1,B2,C12,D5,E2,F10
A1,B2,C12,D5,E2,F10
