1 3 9 13 23 25 33 35 37 39 51 53 58 61 65 72 80 81 84 86 90 97 103 
2 3 9 14 23 26 33 35 38 39 51 54 58 61 65 72 80 81 84 86 91 98 104 
2 4 9 15 23 27 33 35 38 40 51 54 58 61 65 72 80 81 84 86 91 98 105 
1 3 10 15 23 25 33 35 37 40 51 53 58 61 65 72 80 81 84 86 90 97 103 
2 3 9 16 24 28 33 36 38 39 52 53 58 61 65 72 80 81 84 87 91 99 104 
2 3 10 14 23 26 33 35 38 40 51 54 58 61 65 72 80 81 84 86 90 98 104 
2 4 9 15 23 26 33 35 38 41 51 54 58 61 65 72 80 81 84 86 90 98 105 
2 4 10 15 23 27 33 35 38 40 51 54 58 61 65 72 80 81 84 86 91 97 105 
1 3 10 15 23 25 33 35 37 42 51 53 58 61 65 72 80 81 84 86 90 100 104 
2 4 9 14 23 26 33 35 38 41 51 54 58 61 65 72 80 81 84 86 90 97 105 
2 3 10 14 23 27 33 35 38 41 51 54 58 61 65 72 80 81 84 86 91 98 104 
2 3 10 14 23 26 33 35 38 40 51 54 58 61 65 72 80 81 84 86 90 97 105 
2 4 9 14 23 26 33 35 38 43 51 54 58 61 65 72 80 81 84 86 91 97 104 
1 3 10 15 23 25 33 35 37 39 51 53 58 61 65 72 80 81 84 86 91 100 103 
2 3 11 13 24 28 33 36 38 40 52 53 58 62 65 72 80 81 84 87 90 99 104 
2 5 11 16 24 28 33 35 37 39 51 53 58 61 65 72 80 81 84 86 91 101 103 
2 6 11 15 24 28 33 36 38 39 52 53 58 61 65 72 80 81 84 87 91 99 104 
1 3 9 13 23 25 33 35 37 40 51 53 58 61 65 72 80 81 84 86 90 97 104 
1 3 10 15 23 25 33 35 37 40 51 53 58 61 65 72 80 81 84 86 91 97 103 
1 3 9 13 23 25 33 35 37 39 51 53 58 61 65 72 80 81 84 86 91 97 103 
2 4 9 14 23 26 33 35 38 39 51 54 58 61 65 72 80 81 84 86 91 97 105 
1 3 10 13 23 25 33 35 37 40 51 53 58 61 65 72 80 81 84 86 91 100 104 
2 4 10 14 23 27 33 35 38 39 51 54 58 61 65 72 80 81 84 86 91 97 105 
2 4 10 15 23 26 33 35 38 43 51 54 58 61 65 72 80 81 84 86 91 98 105 
2 4 9 15 23 27 33 35 38 41 51 54 58 61 65 72 80 81 84 86 90 97 105 
1 6 9 15 23 25 33 35 37 40 51 53 58 61 65 72 80 81 84 86 91 100 104 
2 3 10 14 23 26 33 35 38 40 51 54 58 61 65 72 80 81 84 86 91 98 105 
2 3 10 15 23 27 33 35 38 43 51 54 58 61 65 72 80 81 84 86 91 98 105 
2 6 11 13 24 28 33 35 37 39 51 53 58 61 65 72 80 81 84 86 90 101 103 
2 3 9 14 23 26 33 36 37 40 52 55 58 61 65 72 80 81 84 86 91 100 106 
2 4 9 14 23 27 33 35 38 41 51 54 58 61 65 72 80 81 84 86 91 98 105 
1 3 10 15 23 25 33 35 37 39 51 53 58 61 65 72 80 81 84 86 91 97 103 
2 3 10 14 23 27 33 35 38 40 51 54 58 61 65 72 80 81 84 86 91 98 105 
2 3 10 13 23 27 33 35 38 42 51 56 58 63 65 72 80 81 84 86 91 101 107 
2 4 10 14 23 27 33 35 38 40 51 54 58 61 65 72 80 81 84 86 91 97 105 
2 3 11 14 23 27 33 36 37 43 52 55 58 61 65 72 80 81 84 86 91 100 106 
2 5 11 16 24 28 33 35 37 39 51 53 58 61 65 72 80 81 84 86 90 100 103 
1 3 10 13 23 25 33 35 37 43 51 53 58 61 65 72 80 81 84 86 91 97 103 
2 3 11 14 23 26 33 36 37 42 52 55 58 61 65 72 80 81 84 86 91 100 106 
2 4 9 14 23 27 33 35 38 39 51 54 58 61 65 72 80 81 84 86 90 97 105 
2 4 10 14 23 26 33 35 38 40 51 54 58 61 65 72 80 81 84 86 91 97 104 
2 3 10 14 23 27 33 35 38 40 51 56 58 63 65 72 80 81 84 86 90 101 107 
2 3 11 13 24 28 33 35 37 41 51 53 58 61 65 72 80 81 84 86 90 101 103 
1 3 10 15 23 25 33 35 37 42 51 53 58 61 65 72 80 81 84 86 91 100 104 
2 3 9 14 23 26 33 35 38 43 51 54 58 61 65 72 80 81 84 86 90 98 105 
2 3 10 15 23 26 33 35 38 40 51 54 58 61 65 72 80 81 84 86 91 98 104 
2 3 10 14 23 27 33 35 38 39 51 54 58 61 65 72 80 81 84 86 90 97 105 
2 3 9 15 23 27 33 35 38 43 51 54 58 61 65 72 80 81 84 86 91 98 105 
2 3 10 14 23 27 33 35 38 40 51 56 58 63 65 72 80 81 84 86 91 97 107 
2 6 10 14 23 27 33 35 38 43 51 56 58 63 65 72 80 81 84 86 90 97 107 
2 3 10 13 23 26 33 35 38 43 51 56 58 63 65 72 80 81 84 86 90 97 104 
2 3 9 15 23 27 33 35 38 39 51 54 58 61 65 72 80 81 84 86 90 97 104 
2 4 9 15 23 27 33 35 38 39 51 54 58 61 65 72 80 81 84 86 91 98 105 
1 3 10 13 23 25 33 35 37 39 51 53 58 61 65 72 80 81 84 86 91 100 103 
1 3 9 15 23 25 33 35 37 39 51 53 58 61 65 72 80 81 84 86 90 100 103 
2 4 10 14 23 26 33 35 38 43 51 54 58 61 65 72 80 81 84 86 90 97 105 
2 6 11 16 24 28 33 36 38 40 52 53 58 61 65 72 80 81 84 87 91 99 104 
2 4 9 15 23 26 33 35 38 43 51 54 58 61 65 72 80 81 84 86 91 98 104 
2 3 9 14 23 27 33 35 38 39 51 54 58 61 65 72 80 81 84 86 90 98 104 
2 3 10 13 23 26 33 35 38 42 51 56 58 63 65 72 80 81 84 86 90 101 107 
2 5 11 16 24 28 33 35 37 39 51 53 58 61 65 72 80 81 84 86 91 100 103 
2 4 10 14 23 26 33 35 38 39 51 54 58 61 65 72 80 81 84 86 91 97 105 
2 4 9 14 23 27 33 35 38 41 51 54 58 61 65 72 80 81 84 86 91 97 105 
2 4 10 14 23 27 33 35 38 41 51 54 58 61 65 72 80 81 84 86 91 98 105 
2 4 10 15 23 27 33 35 38 40 51 54 58 61 65 72 80 81 84 86 91 97 104 
2 6 9 13 24 28 33 36 38 39 52 53 58 61 65 72 80 81 84 87 90 99 104 
2 3 9 15 23 27 33 35 38 40 51 54 58 61 65 72 80 81 84 86 90 97 104 
2 6 10 14 23 26 33 35 38 43 51 56 58 63 65 72 80 81 84 86 91 97 104 
2 3 10 14 23 26 33 35 38 43 51 54 58 61 65 72 80 81 84 86 90 98 104 
2 3 11 16 24 28 33 35 37 42 51 53 58 61 65 72 80 81 84 86 91 100 103 
2 6 11 14 23 27 33 36 37 42 52 55 58 61 65 72 80 81 84 86 91 100 106 
2 4 10 15 23 27 33 35 38 41 51 54 58 61 65 72 80 81 84 86 91 97 105 
2 6 11 14 23 27 33 36 37 43 52 55 58 61 65 72 80 81 84 86 91 100 106 
2 3 10 13 23 26 33 35 38 42 51 56 58 63 65 72 80 81 84 86 90 97 107 
2 4 9 14 23 26 33 35 38 39 51 54 58 61 65 72 80 81 84 86 90 97 104 
2 6 9 14 23 27 33 36 37 42 52 55 58 61 65 72 80 81 84 86 91 100 106 
2 3 9 15 23 27 33 36 37 40 52 55 58 61 65 72 80 81 84 86 92 100 106 
2 6 10 13 23 27 33 35 38 42 51 56 58 63 65 72 80 81 84 86 91 101 107 
1 3 10 13 23 25 33 35 37 43 51 53 58 61 65 72 80 81 84 86 91 100 103 
2 6 10 13 23 26 33 35 38 40 51 56 58 63 65 72 80 81 84 86 91 101 104 
2 3 9 13 24 28 33 36 38 39 52 53 59 61 65 72 80 81 84 87 91 97 104 
1 3 10 15 23 25 33 35 37 43 51 53 58 61 65 72 80 81 84 86 90 97 104 
2 6 11 16 24 28 33 35 37 40 51 53 58 61 65 72 80 81 84 86 91 101 103 
2 3 11 16 24 28 33 36 38 40 52 53 58 61 65 72 80 81 84 87 91 97 104 
2 3 10 14 23 27 33 35 38 43 51 56 58 63 65 72 80 81 84 86 90 97 104 
2 3 9 13 24 28 33 36 38 39 52 53 58 61 65 72 80 81 84 87 90 97 104 
2 4 9 15 23 26 33 35 38 43 51 54 58 61 65 72 80 81 84 86 90 97 104 
2 3 9 15 23 27 33 35 38 40 51 54 58 61 65 72 80 81 84 86 91 97 104 
2 6 10 13 23 27 33 35 38 43 51 56 58 63 65 72 80 81 84 86 90 101 104 
2 5 11 13 24 28 33 35 37 40 51 53 58 61 65 72 80 81 84 86 91 100 103 
2 3 11 13 24 28 33 35 37 40 51 53 58 61 65 72 80 81 84 86 91 101 103 
2 4 9 15 23 27 33 35 38 39 51 54 58 61 65 72 80 81 84 86 90 97 104 
2 3 10 14 23 26 33 35 38 41 51 54 58 61 65 72 80 81 84 86 90 97 104 
2 3 10 14 23 27 33 35 38 41 51 54 58 61 65 72 80 81 84 86 90 98 105 
2 3 9 13 24 28 33 36 38 40 52 53 58 61 65 72 80 81 84 87 91 99 104 
2 3 9 15 23 26 33 35 38 41 51 54 58 61 65 72 80 81 84 86 91 97 104 
2 6 10 13 23 27 33 35 38 42 51 56 58 63 65 72 80 81 84 86 91 97 104 
2 3 9 14 23 26 33 35 38 40 51 54 58 61 65 72 80 81 84 86 90 98 104 
2 4 9 15 23 26 33 35 38 41 51 54 58 61 65 72 80 81 84 86 91 97 104 
2 3 10 15 23 26 33 35 38 41 51 54 58 61 65 72 80 81 84 86 90 97 104 
2 3 11 13 24 28 33 36 38 42 52 53 59 61 65 72 80 81 84 87 90 97 104 
2 4 9 14 23 27 33 35 38 40 51 54 58 61 65 72 80 81 84 86 90 98 104 
2 6 10 14 23 27 33 35 38 43 51 56 58 63 65 72 80 81 84 86 91 97 104 
2 3 10 14 23 26 33 35 38 40 51 56 58 63 65 72 80 81 84 86 90 101 107 
2 4 10 15 23 27 33 35 38 41 51 54 58 61 65 72 80 81 84 86 91 98 104 
2 3 10 14 23 26 33 35 38 40 51 54 58 61 65 72 80 81 84 86 90 98 105 
2 3 10 14 23 26 33 35 38 43 51 56 58 63 65 72 80 81 84 86 91 101 104 
2 4 10 15 23 27 33 35 38 40 51 54 58 61 65 72 80 81 84 86 90 97 105 
2 4 10 15 23 26 33 35 38 41 51 54 58 61 65 72 80 81 84 86 91 97 105 
2 3 9 14 23 26 33 35 38 39 51 54 58 61 65 72 80 81 84 86 90 98 105 
2 3 9 14 23 27 33 35 38 43 51 54 58 61 65 72 80 81 84 86 90 98 104 
2 5 11 16 24 28 33 35 37 41 51 53 58 61 65 72 80 81 84 86 90 101 103 
2 3 11 15 23 26 33 36 37 43 52 55 58 61 65 72 80 81 84 86 92 100 106 
2 3 9 14 23 26 33 35 38 40 51 54 58 61 65 72 80 81 84 86 90 98 105 
1 3 10 15 23 25 33 35 37 40 51 53 58 61 65 72 80 81 84 86 91 100 103 
2 3 10 14 23 27 33 35 38 42 51 56 58 63 65 72 80 81 84 86 91 97 104 
2 5 11 16 24 28 33 35 37 42 51 53 58 61 65 72 80 81 84 86 91 101 103 
2 3 10 14 23 27 33 35 38 43 51 56 58 63 65 72 80 81 84 86 90 101 104 
