1 4 12 20 28 32 44 58 97 102 110 
1 4 12 20 28 32 44 58 97 103 110 
1 4 12 20 28 32 44 58 97 103 111 
1 4 12 20 28 32 44 58 97 104 110 
1 4 12 20 28 32 44 58 97 104 111 
1 4 12 20 28 32 44 58 97 105 112 
1 4 12 20 28 32 44 58 97 105 110 
1 4 12 20 28 32 44 58 97 105 111 
1 4 12 20 28 32 44 58 97 106 112 
1 4 12 20 28 32 44 58 97 106 110 
1 4 12 20 28 32 44 58 97 106 111 
1 4 12 20 28 32 44 58 97 107 110 
1 4 12 20 28 32 44 58 97 107 111 
1 4 12 20 28 32 44 58 98 102 112 
1 4 12 20 28 32 44 58 98 102 110 
1 4 12 20 28 32 44 58 98 106 110 
1 4 12 20 28 32 44 58 98 106 111 
1 4 12 20 28 32 44 58 98 107 112 
1 4 12 20 28 32 44 58 99 108 110 
1 4 12 20 28 32 44 58 99 109 112 
1 4 12 20 28 32 44 58 99 109 111 
1 4 12 20 28 32 44 58 99 103 110 
1 4 12 20 28 32 44 58 99 104 112 
1 4 12 20 28 32 44 58 99 104 110 
1 4 12 20 28 32 44 58 99 104 111 
1 4 12 20 28 32 44 58 99 104 113 
1 4 12 20 28 32 44 58 99 106 110 
1 4 12 20 28 32 44 58 99 106 111 
1 4 12 20 28 32 44 58 100 104 112 
1 4 12 20 28 32 44 58 100 104 110 
1 4 12 20 28 32 44 58 100 104 111 
1 4 12 20 28 32 44 58 100 104 113 
1 4 12 20 28 32 44 58 101 108 112 
1 4 12 20 28 32 44 58 101 108 110 
1 4 12 20 28 32 44 58 101 108 111 
1 4 12 20 28 32 44 58 101 102 110 
1 4 12 20 28 32 44 58 101 104 112 
1 4 12 20 28 32 44 58 101 104 110 
1 4 12 20 28 32 44 58 101 104 111 
1 4 12 20 28 32 44 58 101 104 113 
1 4 12 20 28 32 45 59 97 102 110 
1 4 12 20 28 32 45 59 97 109 110 
1 4 12 20 28 32 45 59 97 109 111 
1 4 12 20 28 32 45 59 97 109 113 
1 4 12 20 28 32 45 59 97 105 112 
1 4 12 20 28 32 45 59 97 105 110 
1 4 12 20 28 32 45 59 97 105 111 
1 4 12 20 28 32 45 59 97 105 113 
1 4 12 20 28 32 45 59 97 106 112 
1 4 12 20 28 32 45 59 97 106 110 
1 4 12 20 28 32 45 59 97 106 111 
1 4 12 20 28 32 45 59 97 106 113 
1 4 12 20 28 32 45 59 98 102 112 
1 4 12 20 28 32 45 59 98 102 110 
1 4 12 20 28 32 45 59 98 102 111 
1 4 12 20 28 32 45 59 98 109 110 
1 4 12 20 28 32 45 59 98 109 111 
1 4 12 20 28 32 45 59 99 108 110 
1 4 12 20 28 32 45 59 99 108 111 
1 4 12 20 28 32 45 59 99 108 113 
1 4 12 20 28 32 45 59 99 102 112 
1 4 12 20 28 32 45 59 99 102 110 
1 4 12 20 28 32 45 59 99 102 111 
1 4 12 20 28 32 45 59 99 109 112 
1 4 12 20 28 32 45 59 99 109 110 
1 4 12 20 28 32 45 59 99 109 111 
1 4 12 20 28 32 45 59 99 104 112 
1 4 12 20 28 32 45 59 99 104 110 
1 4 12 20 28 32 45 59 99 104 111 
1 4 12 20 28 32 45 59 99 104 113 
1 4 12 20 28 32 45 59 100 104 112 
1 4 12 20 28 32 45 59 100 104 110 
1 4 12 20 28 32 45 59 100 104 111 
1 4 12 20 28 32 45 59 100 105 112 
1 4 12 20 28 32 45 59 100 105 110 
1 4 12 20 28 32 45 59 100 105 111 
1 4 12 20 28 32 45 59 101 108 112 
1 4 12 20 28 32 45 59 101 108 110 
1 4 12 20 28 32 45 59 101 108 111 
1 4 12 20 28 32 45 59 101 108 113 
1 4 12 20 28 32 45 59 101 102 110 
1 4 12 20 28 32 45 59 101 104 110 
1 4 12 20 28 32 45 59 101 105 112 
1 4 12 20 28 32 45 59 101 105 110 
1 4 12 20 28 32 45 59 101 105 111 
1 4 12 20 28 32 45 59 101 106 112 
1 4 12 20 28 32 45 59 101 106 110 
