1 4 16 28 38 43 55 69 115 120 128 
1 4 16 28 38 43 55 69 115 121 128 
1 4 16 28 38 43 55 69 115 121 129 
1 4 16 28 38 43 55 69 115 122 128 
1 4 16 28 38 43 55 69 115 122 129 
1 4 16 28 38 43 55 69 115 123 130 
1 4 16 28 38 43 55 69 115 123 128 
1 4 16 28 38 43 55 69 115 123 129 
1 4 16 28 38 43 55 69 115 124 130 
1 4 16 28 38 43 55 69 115 124 128 
1 4 16 28 38 43 55 69 115 124 129 
1 4 16 28 38 43 55 69 115 125 128 
1 4 16 28 38 43 55 69 115 125 129 
1 4 16 28 38 43 55 69 116 120 130 
1 4 16 28 38 43 55 69 116 120 128 
1 4 16 28 38 43 55 69 116 124 128 
1 4 16 28 38 43 55 69 116 124 129 
1 4 16 28 38 43 55 69 116 125 130 
1 4 16 28 38 43 55 69 117 126 128 
1 4 16 28 38 43 55 69 117 127 130 
1 4 16 28 38 43 55 69 117 127 129 
1 4 16 28 38 43 55 69 117 121 128 
1 4 16 28 38 43 55 69 117 122 130 
1 4 16 28 38 43 55 69 117 122 128 
1 4 16 28 38 43 55 69 117 122 129 
1 4 16 28 38 43 55 69 117 122 131 
1 4 16 28 38 43 55 69 117 124 128 
1 4 16 28 38 43 55 69 117 124 129 
1 4 16 28 38 43 55 69 118 122 130 
1 4 16 28 38 43 55 69 118 122 128 
1 4 16 28 38 43 55 69 118 122 129 
1 4 16 28 38 43 55 69 118 122 131 
1 4 16 28 38 43 55 69 119 126 130 
1 4 16 28 38 43 55 69 119 126 128 
1 4 16 28 38 43 55 69 119 126 129 
1 4 16 28 38 43 55 69 119 120 128 
1 4 16 28 38 43 55 69 119 122 130 
1 4 16 28 38 43 55 69 119 122 128 
1 4 16 28 38 43 55 69 119 122 129 
1 4 16 28 38 43 55 69 119 122 131 
1 4 16 28 38 43 56 70 115 120 128 
1 4 16 28 38 43 56 70 115 127 128 
1 4 16 28 38 43 56 70 115 127 129 
1 4 16 28 38 43 56 70 115 127 131 
1 4 16 28 38 43 56 70 115 123 130 
1 4 16 28 38 43 56 70 115 123 128 
1 4 16 28 38 43 56 70 115 123 129 
1 4 16 28 38 43 56 70 115 123 131 
1 4 16 28 38 43 56 70 115 124 130 
1 4 16 28 38 43 56 70 115 124 128 
1 4 16 28 38 43 56 70 115 124 129 
1 4 16 28 38 43 56 70 115 124 131 
1 4 16 28 38 43 56 70 116 120 130 
1 4 16 28 38 43 56 70 116 120 128 
1 4 16 28 38 43 56 70 116 120 129 
1 4 16 28 38 43 56 70 116 127 128 
1 4 16 28 38 43 56 70 116 127 129 
1 4 16 28 38 43 56 70 117 126 128 
1 4 16 28 38 43 56 70 117 126 129 
1 4 16 28 38 43 56 70 117 126 131 
1 4 16 28 38 43 56 70 117 120 130 
1 4 16 28 38 43 56 70 117 120 128 
1 4 16 28 38 43 56 70 117 120 129 
1 4 16 28 38 43 56 70 117 127 130 
1 4 16 28 38 43 56 70 117 127 128 
1 4 16 28 38 43 56 70 117 127 129 
1 4 16 28 38 43 56 70 117 122 130 
1 4 16 28 38 43 56 70 117 122 128 
1 4 16 28 38 43 56 70 117 122 129 
1 4 16 28 38 43 56 70 117 122 131 
1 4 16 28 38 43 56 70 118 122 130 
1 4 16 28 38 43 56 70 118 122 128 
1 4 16 28 38 43 56 70 118 122 129 
1 4 16 28 38 43 56 70 118 123 130 
1 4 16 28 38 43 56 70 118 123 128 
1 4 16 28 38 43 56 70 118 123 129 
1 4 16 28 38 43 56 70 119 126 130 
1 4 16 28 38 43 56 70 119 126 128 
1 4 16 28 38 43 56 70 119 126 129 
1 4 16 28 38 43 56 70 119 126 131 
1 4 16 28 38 43 56 70 119 120 128 
1 4 16 28 38 43 56 70 119 122 128 
1 4 16 28 38 43 56 70 119 123 130 
1 4 16 28 38 43 56 70 119 123 128 
1 4 16 28 38 43 56 70 119 123 129 
1 4 16 28 38 43 56 70 119 124 130 
1 4 16 28 38 43 56 70 119 124 128 
1 4 16 28 38 43 56 70 119 125 130 
1 4 16 28 38 43 56 70 119 125 128 
1 4 16 28 38 43 56 70 119 125 129 
1 4 16 28 38 44 57 71 115 123 130 
1 4 16 28 38 44 57 71 115 123 128 
1 4 16 28 38 44 57 71 115 123 129 
1 4 16 28 38 44 57 71 115 124 128 
1 4 16 28 38 44 57 71 115 124 129 
1 4 16 28 38 44 57 71 116 120 130 
1 4 16 28 38 44 57 71 116 120 128 
1 4 16 28 38 44 57 71 116 120 129 
1 4 16 28 38 44 57 71 116 127 128 
